en	argument	A0004	Job security would encourage investment in skills and innovation	Modification humaine ou provenance distante indéterminée détectée		15553	6bf36355e34015310e60
en	argument	A0006	Banning dismissals would force firms to seek less destructive solutions	Modification humaine ou provenance distante indéterminée détectée		15555	dc12c5b144f962df2125
en	argument	A0018	Banning job cuts at profitable firms would stop dividends automatically taking priority over employment	Modification humaine ou provenance distante indéterminée détectée		15567	1dbef271c18741006cda
en	argument	A0040	Banning dismissals would protect places dependent on a major employer	Modification humaine ou provenance distante indéterminée détectée		15589	59c60223430b4b60a5e0
en	argument	A0041	A general dismissal ban would be impossible to define without arbitrariness	Modification humaine ou provenance distante indéterminée détectée		15590	45393a1ed285065cee19
en	argument	A0049	Place-based transition policies protect residents better than freezing every plant	Modification humaine ou provenance distante indéterminée détectée		15597	5ddb465cdc7d12d7f0b3
en	argument	A0101	A targeted veto over mass or profitable layoffs can complement codetermination	Modification humaine ou provenance distante indéterminée détectée		15646	3e3873a3b8f0466f30b9
en	argument	A0109	A permanent dismissal ban cannot depend on permanent public subsidy	Modification humaine ou provenance distante indéterminée détectée		15654	4e7db4ae9f6adc03882f
en	argument	A0116	International coordination remains incomplete and too slow for investment decisions	Modification humaine ou provenance distante indéterminée détectée		15659	2da69b02c6e81e1f0e88
en	argument	A0130	Psychological safety and clear goals can preserve initiative without removing standards	Modification humaine ou provenance distante indéterminée détectée		15669	50f08261dc3523d04e63
en	argument	A0138	Early-warning duties can open the search for solutions before insolvency	Modification humaine ou provenance distante indéterminée détectée		15676	fcf18022b1e0968b7c72
en	argument	A0140	Confidential warning and safe-harbour rules can reduce the incentive to conceal	Modification humaine ou provenance distante indéterminée détectée		15678	9e04faef20c17ef9d0c3
en	argument	A0143	Collective actions, burden shifting and interim reinstatement can make targeted law effective	Modification humaine ou provenance distante indéterminée détectée		15680	e6d48c24a3c3d0ae97e7
en	argument	A0144	Reorganisations can still hide discriminatory selection among several plausible criteria	Modification humaine ou provenance distante indéterminée détectée		15681	fea6c7db5b8393677e56
en	argument	A0167	Adversarial assessment and support can distinguish genuine incapacity from context	Modification humaine ou provenance distante indéterminée détectée		15701	bb0da8dd782098d64115
en	argument	A0170	Any restriction on freedom to conduct a business must nevertheless remain proportionate	Modification humaine ou provenance distante indéterminée détectée		15704	349d3e440c254f9736c2
en	argument	A0189	The law can exempt genuine closure while preventing strategic closure followed by reopening	Modification humaine ou provenance distante indéterminée détectée		15719	ffccf4ba339cfe3757d2
en	argument	A0201	Banning dismissals would stop viable companies sacrificing jobs to short-term financial targets	Modification humaine ou provenance distante indéterminée détectée		15729	4fedf33e9025342c253a
en	argument	A0203	A targeted dismissal ban would preserve hard-to-rebuild strategic skills and industrial capacity	Modification humaine ou provenance distante indéterminée détectée		15731	2f3bd9539a96f4ba8180
en	argument	A0208	Restrictions tied to dividends, public aid or debt would target opportunistic dismissals better than a general ban	Modification humaine ou provenance distante indéterminée détectée		15735	db6b2fa583ea0e310b8b
en	argument	A0253	Independent administration and automatically activated local projects can reduce patronage	Modification humaine ou provenance distante indéterminée détectée		15776	5e66a671db042b0887ce
en	argument	A0269	Multiple audited criteria can balance vulnerability, skills and equal treatment	Modification humaine ou provenance distante indéterminée détectée		15791	00f0fa04a5ca51622ee8
en	argument	A0270	Weighting dismissal-selection criteria remains a contestable political choice beyond neutralisation by procedural review	Modification humaine ou provenance distante indéterminée détectée		15792	179d9b69572a11b8cf1f
en	debate	interdiction_licenciements	Should employers be prohibited from dismissing workers?	Modification humaine ou provenance distante indéterminée détectée		15549	620f3023f757f0d9612a
fr	argument	A0004	La sécurité de l'emploi encouragerait l'investissement dans les compétences et l'innovation	Modification humaine ou provenance distante indéterminée détectée		233204	562b4ae6a40cd6629b64
fr	argument	A0006	Interdire les licenciements obligerait les entreprises à chercher des solutions moins destructrices	Modification humaine ou provenance distante indéterminée détectée		233206	201aa18475c8831280e6
fr	argument	A0018	Interdire les suppressions d'emplois rentables empêcherait que les dividendes priment automatiquement sur l'emploi	Modification humaine ou provenance distante indéterminée détectée		233218	ec150d63e1b1231e5d8e
fr	argument	A0040	Interdire les licenciements préserverait les territoires dépendants d'un grand employeur	Modification humaine ou provenance distante indéterminée détectée		233240	1aa42cd34f2412772769
fr	argument	A0041	Une interdiction générale des licenciements serait impossible à définir sans arbitraire	Modification humaine ou provenance distante indéterminée détectée		233241	0c3ac07acd952749c003
fr	argument	A0049	Des politiques territoriales de transition protègent mieux les habitants que le gel de chaque usine	Modification humaine ou provenance distante indéterminée détectée		233248	53d8d67a6641079e933f
fr	argument	A0101	Un veto ciblé sur les licenciements massifs ou profitables peut compléter la codétermination	Modification humaine ou provenance distante indéterminée détectée		233297	fc9b6ce6dd3af6bcc9b0
fr	argument	A0109	Une interdiction permanente ne peut pas dépendre d'une subvention publique permanente	Modification humaine ou provenance distante indéterminée détectée		233305	5accc2bf927191246f23
fr	argument	A0116	La coordination internationale reste incomplète et trop lente face aux décisions d'investissement	Modification humaine ou provenance distante indéterminée détectée		233310	85e0535cb8b6c6782ba8
fr	argument	A0130	La sécurité psychologique et des objectifs clairs peuvent préserver l'initiative sans supprimer l'exigence	Modification humaine ou provenance distante indéterminée détectée		233320	e7b7cec9199002258efe
fr	argument	A0138	Des obligations d'alerte précoce peuvent ouvrir la recherche de solutions avant l'insolvabilité	Modification humaine ou provenance distante indéterminée détectée		233327	2a60da179f9b18406e7d
fr	argument	A0140	Une alerte confidentielle et un régime de protection peuvent réduire l'incitation à dissimuler	Modification humaine ou provenance distante indéterminée détectée		233329	dcedd26cfb5e3d0b90c5
fr	argument	A0143	Les actions collectives, la charge de preuve aménagée et la réintégration provisoire peuvent rendre le droit ciblé effectif	Modification humaine ou provenance distante indéterminée détectée		233331	d003de5ed8128badf0fd
fr	argument	A0144	Les réorganisations permettent encore de cacher une sélection discriminatoire parmi plusieurs critères plausibles	Modification humaine ou provenance distante indéterminée détectée		233332	23f6db247dbcace0946c
fr	argument	A0167	Un diagnostic contradictoire et des mesures de soutien peuvent distinguer l'incapacité réelle du contexte	Modification humaine ou provenance distante indéterminée détectée		233352	38a416ca89ab299280a8
fr	argument	A0170	Toute limitation de la liberté d'entreprendre doit néanmoins rester proportionnée	Modification humaine ou provenance distante indéterminée détectée		233355	78c1a3df99d340866e33
fr	argument	A0189	La loi peut exempter la fermeture véritable tout en empêchant la fermeture stratégique suivie d'une reprise	Modification humaine ou provenance distante indéterminée détectée		233370	2ce8e3db232a410f291a
fr	argument	A0201	Interdire les licenciements empêcherait que des entreprises viables sacrifient l'emploi à des objectifs financiers de court terme	Modification humaine ou provenance distante indéterminée détectée		233380	26bc8ad6c979008fe5e5
fr	argument	A0203	Interdire certains licenciements préserverait des compétences et des capacités industrielles stratégiques difficiles à reconstituer	Modification humaine ou provenance distante indéterminée détectée		233382	41ab94e3943fff9e3ad8
fr	argument	A0208	Des restrictions liées aux dividendes, aux aides publiques ou à l'endettement cibleraient mieux les licenciements opportunistes qu'une interdiction générale	Modification humaine ou provenance distante indéterminée détectée		233386	7815c858ecaf9fa99f05
fr	argument	A0253	Une administration indépendante et des projets locaux activés automatiquement peuvent réduire le clientélisme	Modification humaine ou provenance distante indéterminée détectée		233427	8aa25a9f2817db1a5539
fr	argument	A0269	Des critères multiples et audités peuvent équilibrer vulnérabilité, compétences et égalité de traitement	Modification humaine ou provenance distante indéterminée détectée		233442	37892446aeeadd1cb3fe
fr	argument	A0270	La pondération des critères reste un choix politique contestable que l'audit ne peut rendre neutre	Modification humaine ou provenance distante indéterminée détectée		233443	07e0069d2d746f7adbd8
fr	debate	interdiction_licenciements	Faut-il interdire les licenciements ?	Modification humaine ou provenance distante indéterminée détectée		233200	4f3f3691118e2ded433d
